Region,District,Sector,School_Name,Year,Male_Dropout_Percentage,Female_Dropout_Percentage,Overall_Dropout_Percentage,Completion_Total,Reenrollment_Rate,Attendance_Rate,Avg_Household_Income_RWF,TS_Ratio_Numeric,Dropout_Level
Western,Ngororero,Sector-9,GS Ruheru,2012,22.91,18.55,20.73,74.27,16.35,79.26,459651,0.023255814,Medium
Western,Ngororero,Sector-6,New Vision,2013,29.71,12.8,21.25,54.52,12.68,86.1,180636,0.023255814,Medium
Western,Ngororero,Sector-8,GS Nyacyina,2014,4.67,22.26,13.47,67.95,8.49,95.33,501702,0.023255814,Medium
Western,Ngororero,Sector-7,GS Mweya,2015,25.21,2.55,13.88,86.93,16.91,79.55,405480,0.023255814,Medium
Western,Ngororero,Sector-8,GS Kimironko II,2016,9.61,23.95,16.78,73.06,13.66,87.02,519948,0.023255814,Medium
Western,Ngororero,Sector-4,GS Matara,2017,17.84,18.24,18.04,63.93,13.9,90.5,527808,0.023255814,Medium
Western,Ngororero,Sector-4,King David,2018,3.31,18.24,10.78,81.84,16.16,74.8,122205,0.023255814,Medium
Western,Ngororero,Sector-4,King David,2019,4.79,28.93,16.86,88.04,18.01,77.05,115791,0.023255814,Medium
Western,Ngororero,Sector-3,GS Agataramo,2020,3.87,4.4,4.13,81.48,17.92,85.32,516919,0.023255814,Low
Western,Ngororero,Sector-9,GS Agataramo,2021,13.02,1.51,7.27,75.9,7.99,84.88,394438,0.023255814,Low
Western,Ngororero,Sector-1,GS Rutongo,2022,29.59,3.92,16.76,68.27,4.75,96.2,432510,0.023255814,Medium
Western,Ngororero,Sector-7,GS Migongo,2023,3.35,19.19,11.27,75.21,12.9,61.28,522870,0.023255814,Medium
Western,Ngororero,Sector-4,GS Matara,2024,25.61,12.65,19.13,74.61,8.14,92.91,147419,0.023255814,Medium
Western,Ngororero,Sector-4,ES Kigoma,2010,25.04,18.5,21.77,73.67,8.05,83.07,134142,0.023809524,Medium
Western,Ngororero,Sector-9,GS Gitega,2011,10.96,12.63,11.79,81.09,8.31,97.61,517942,0.023809524,Medium
Western,Ngororero,Sector-6,ES Kigoma,2012,23.82,16.83,20.33,65.01,19.99,75.94,546029,0.023809524,Medium
Western,Ngororero,Sector-6,Mater Dei,2013,9.94,26.65,18.3,75.43,3.21,81.74,451263,0.023809524,Medium
Western,Ngororero,Sector-4,ES Kigoma,2014,10.85,10.72,10.78,66.01,3.48,94.19,549522,0.023809524,Medium
Western,Ngororero,Sector-2,Marie Merci,2015,11.97,24.31,18.14,93.39,14.25,76.13,543862,0.023809524,Medium
Western,Ngororero,Sector-4,Mater Dei,2016,11.67,10.76,11.22,70.72,2.39,98.55,596336,0.023809524,Medium
Western,Ngororero,Sector-4,GS Matara,2017,23.71,11.15,17.43,64.43,14.87,85.81,246854,0.023809524,Medium
Western,Ngororero,Sector-2,GS Nyacyina,2018,10.83,14.11,12.47,54.38,12.26,78.49,456211,0.023809524,Medium
Western,Ngororero,Sector-4,ES Kigoma,2019,2.25,4.53,3.39,85.79,13.58,88.48,328360,0.023809524,Low
Western,Ngororero,Sector-5,GS Nyacyina,2020,18.6,17.38,17.99,92.06,8.28,64.89,430350,0.023809524,Medium
Western,Ngororero,Sector-1,GS Agataramo,2021,8.36,26.22,17.29,81.01,9.91,70.54,199074,0.023809524,Medium
Western,Ngororero,Sector-3,ES Kigoma,2022,3.91,22.88,13.39,67.99,18.09,63.48,263878,0.023809524,Medium
Western,Ngororero,Sector-7,GS Rukomo,2023,4.71,28.49,16.6,71.94,7.11,79.82,284249,0.023809524,Medium
Western,Ngororero,Sector-8,GS Migongo,2024,22.46,15.79,19.12,64.48,10.57,94.52,258810,0.023809524,Medium
Western,Ngororero,Sector-6,GS Nyacyina,2010,9.54,26.31,17.92,82.8,13.12,65.23,553774,0.022727273,Medium
Western,Ngororero,Sector-9,GS Nyacyina,2011,12.17,25.26,18.71,93.89,7.03,75.1,581946,0.022727273,Medium
Western,Ngororero,Sector-9,GS Nyacyina,2012,5.85,1.97,3.91,82.23,7.24,69.56,496260,0.022727273,Low
Western,Ngororero,Sector-8,GS Mweya,2013,7.31,27.94,17.62,67.64,16.38,87.98,190710,0.022727273,Medium
Western,Ngororero,Sector-1,GS Ruramira,2014,3.03,23.94,13.49,79.37,6.86,78.34,392305,0.022727273,Medium
Western,Ngororero,Sector-9,GS Ruheru,2015,13.13,27.94,20.54,90.66,12.47,95.39,391840,0.022727273,Medium
Western,Ngororero,Sector-8,GS Akumunigo,2016,14.97,12.62,13.79,95.18,0.48,77.4,581005,0.022727273,Medium
Western,Ngororero,Sector-2,GS Gahanga I,2017,12.1,16.27,14.18,74.11,15.24,70.09,272370,0.022727273,Medium
Western,Ngororero,Sector-5,GS Matara,2018,13.45,2.58,8.01,65.61,17.84,92.55,444891,0.022727273,Low
Western,Ngororero,Sector-3,GS Ruheru,2019,27.5,7.26,17.38,58.73,1.54,87.83,367984,0.022727273,Medium
Western,Ngororero,Sector-6,Mater Dei,2020,1.83,26.64,14.23,93.51,6.19,75.87,251521,0.022727273,Medium
Western,Ngororero,Sector-4,GS Rukomo,2021,18.89,16.49,17.69,59.56,5.64,69.47,478888,0.022727273,Medium
Western,Ngororero,Sector-5,GS Migongo,2022,24.57,4.43,14.5,71.35,11.41,77.88,329176,0.022727273,Medium
Western,Ngororero,Sector-7,GS Buye,2023,23.39,27.91,25.65,64.9,18.03,78.57,318259,0.022727273,High
Western,Ngororero,Sector-2,King David,2024,3.61,4.83,4.22,65.05,7.64,73.82,400430,0.022727273,Low
Western,Ngororero,Sector-1,GS Rwanyanza,2010,18.37,25.83,22.1,70.18,13.04,76.35,492888,0.033333333,Medium
Western,Ngororero,Sector-3,GS Matara,2011,4.91,16.04,10.47,73.31,1.2,90.13,324731,0.033333333,Medium
Western,Ngororero,Sector-6,GS Mweya,2012,1.54,29.24,15.39,75.39,2.6,82.47,391456,0.033333333,Medium
Western,Ngororero,Sector-2,King David,2013,15.4,12.81,14.11,90.08,17.58,92.21,263148,0.033333333,Medium
Western,Ngororero,Sector-3,New Vision,2014,25.17,27.94,26.56,80.68,19.89,83.67,434757,0.033333333,High
Western,Ngororero,Sector-4,GS Camp Kigali,2015,2.11,5.71,3.91,73.83,0.73,95.47,149456,0.033333333,Low
Western,Ngororero,Sector-6,GS Camp Kigali,2016,13.45,22.88,18.16,87.97,18.89,94.71,125909,0.033333333,Medium
Western,Ngororero,Sector-3,Marie Merci,2017,16,3.16,9.58,92.13,5.14,85.58,174319,0.033333333,Low
Western,Ngororero,Sector-2,GS Rwamagana,2018,2.51,1.3,1.91,50.76,4.42,64.41,567437,0.033333333,Low
Western,Ngororero,Sector-7,GS Mubuga,2019,29.62,9.87,19.75,66.82,5.92,94.32,451595,0.033333333,Medium
Western,Ngororero,Sector-4,GS Cyahafi,2020,17.29,21.73,19.51,84.87,11.58,94.83,573888,0.033333333,Medium
Western,Ngororero,Sector-3,GS Kimironko II,2021,13.47,19.61,16.54,70.6,8.99,99.68,239334,0.033333333,Medium
Western,Ngororero,Sector-8,GS Rukomo,2022,23.01,2.97,12.99,91.76,7.47,91.21,255355,0.033333333,Medium
Western,Ngororero,Sector-3,Marie Merci,2023,29.8,29.85,29.83,71.02,2.11,62.07,274563,0.033333333,High
Western,Ngororero,Sector-8,GS Rukomo,2024,29,28.29,28.64,58.89,6.86,69.62,289249,0.033333333,High
Western,Ngororero,Sector-8,GS Buye,2010,27.74,20.04,23.89,80.66,18.72,92.72,427844,0.017241379,Medium
Western,Ngororero,Sector-7,King David,2011,5.78,2.22,4,81.38,14.79,90.87,516749,0.017241379,Low
Western,Ngororero,Sector-1,GS Nyacyina,2012,26.25,19.39,22.82,77.62,17.73,63.91,474857,0.017241379,Medium
Western,Ngororero,Sector-9,King David,2013,20.45,29.48,24.96,74.15,19.47,92.56,239741,0.017241379,Medium
Western,Ngororero,Sector-8,GS Rwamagana,2014,9.35,26.79,18.07,90.96,10.64,82.54,132780,0.017241379,Medium
Western,Ngororero,Sector-1,GS Rutongo,2015,11.35,23.97,17.66,91.72,15.79,60.59,191005,0.017241379,Medium
Western,Ngororero,Sector-3,GS Kimironko II,2016,4.78,3.36,4.07,66.24,9.48,85.19,517939,0.017241379,Low
Western,Ngororero,Sector-1,GS Cyahafi,2017,14.57,1.96,8.27,59.89,2.77,95.46,387871,0.017241379,Low
Western,Ngororero,Sector-7,New Vision,2018,4.47,21.3,12.89,61.93,19.17,64.75,331944,0.017241379,Medium
Western,Ngororero,Sector-9,GS Agataramo,2019,28.8,13.82,21.31,81.11,9.98,74,507010,0.017241379,Medium
Western,Ngororero,Sector-8,ES Kigoma,2020,10.77,9.58,10.18,74.07,13.26,87.67,255161,0.017241379,Medium
Western,Ngororero,Sector-6,New Vision,2021,16.28,3.78,10.03,83.98,4.55,99.82,226259,0.017241379,Medium
Western,Ngororero,Sector-2,GS Agataramo,2022,3.95,13.03,8.49,89.46,19.78,95.36,330461,0.017241379,Low
Western,Ngororero,Sector-5,GS Gahanga I,2023,26.35,29.94,28.14,77.17,1.97,92.92,552694,0.017241379,High
Western,Ngororero,Sector-7,New Vision,2024,29.4,9.58,19.49,71.88,4.77,60.84,319015,0.017241379,Medium
Western,Rutsiro,Sector-6,GS Kinteko,2010,20.9,13.76,17.33,78.77,5.55,80.72,273420,0.018867925,Medium
Western,Rutsiro,Sector-8,GS Gitega,2011,6.45,8.58,7.51,78.04,14.44,66.94,562028,0.018867925,Low
Western,Rutsiro,Sector-6,Mater Dei,2012,29.81,4.82,17.31,68.59,13.57,93.29,251619,0.018867925,Medium
Western,Rutsiro,Sector-1,GS Mweya,2013,28.67,15.82,22.24,97.04,3.92,93.89,384246,0.018867925,Medium
Western,Rutsiro,Sector-1,GS Gitega,2014,16.9,14.14,15.52,74.44,1.9,70.31,486377,0.018867925,Medium
Western,Rutsiro,Sector-9,GS Camp Kigali,2015,10.3,12.23,11.26,69.52,18.34,94.42,239461,0.018867925,Medium
Western,Rutsiro,Sector-6,GS Kinteko,2016,14.57,8.98,11.77,53.64,7.83,81.29,533927,0.018867925,Medium
Western,Rutsiro,Sector-2,GS Agataramo,2017,18.09,8.99,13.54,73.75,0.76,97.87,523556,0.018867925,Medium
Western,Rutsiro,Sector-6,GS Nyacyina,2018,29.35,1.13,15.24,79.52,17.85,97.54,318008,0.018867925,Medium
Western,Rutsiro,Sector-2,Marie Merci,2019,20.72,21.88,21.3,54.79,10.52,65.09,443401,0.018867925,Medium
Western,Rutsiro,Sector-9,GS Mubuga,2020,23.96,4.34,14.15,93.72,5.27,68.99,257743,0.018867925,Medium
Western,Rutsiro,Sector-2,King David,2021,6.95,8.66,7.81,95.64,13.51,73.16,580702,0.018867925,Low
Western,Rutsiro,Sector-6,GS Ruramira,2022,24.39,9.6,16.99,79.45,6.19,61.05,227838,0.018867925,Medium
Western,Rutsiro,Sector-3,GS Rwamagana,2023,15.57,10.82,13.2,82.52,15.05,95.07,473167,0.018867925,Medium
Western,Rutsiro,Sector-3,GS Kimironko II,2024,7.06,6.71,6.88,77.52,12.21,91.69,464749,0.018867925,Low
Western,Rutsiro,Sector-4,King David,2010,24.45,5.64,15.04,65.19,14.99,86.01,257833,0.03125,Medium
Western,Rutsiro,Sector-6,GS Gahanga I,2011,15.79,24.51,20.15,64.02,15.86,82.58,232633,0.03125,Medium
Western,Rutsiro,Sector-8,GS Mweya,2012,17.78,19.76,18.77,83.97,17.27,73.26,395121,0.03125,Medium
Western,Rutsiro,Sector-7,GS Mweya,2013,10.37,14.45,12.41,64.1,17.51,98.31,166786,0.03125,Medium
Western,Rutsiro,Sector-1,GS Buye,2014,6.49,16.89,11.69,69.7,1.03,83.24,535078,0.03125,Medium
Western,Rutsiro,Sector-5,GS Migongo,2015,7.12,3.16,5.14,72.91,10.99,82.65,483433,0.03125,Low
Western,Rutsiro,Sector-5,GS Rutongo,2016,8.92,8.09,8.5,74.65,3.54,84.66,570930,0.03125,Low
Western,Rutsiro,Sector-8,GS Buye,2017,26.32,22.54,24.43,76.66,8.62,70.48,446368,0.03125,Medium
Western,Rutsiro,Sector-4,New Vision,2018,20.92,9.39,15.16,82.18,15.47,98.73,332415,0.03125,Medium
Western,Rutsiro,Sector-4,GS Ruheru,2019,28.04,21.51,24.77,78.3,6.98,73.82,101607,0.03125,Medium
Western,Rutsiro,Sector-5,GS Rutongo,2020,14.16,18.25,16.21,82.54,11.57,96.93,399837,0.03125,Medium
Western,Rutsiro,Sector-6,GS Akumunigo,2021,7,24.07,15.54,73.74,6.95,69.29,478080,0.03125,Medium
Western,Rutsiro,Sector-2,GS Agataramo,2022,23.12,18.63,20.88,73.87,15.49,84.05,272425,0.03125,Medium
Western,Rutsiro,Sector-6,GS Agataramo,2023,7.06,14.14,10.6,77.84,8.59,91.15,220648,0.03125,Medium
Western,Rutsiro,Sector-2,GS Buye,2024,15.14,5,10.07,81.74,1.55,71.78,572782,0.03125,Medium
Western,Rutsiro,Sector-6,ES Kigoma,2010,12.69,28.45,20.57,76.24,15.06,84.48,374703,0.019607843,Medium
Western,Rutsiro,Sector-9,GS Rwamagana,2011,17.05,11.51,14.28,81.11,13.29,61.57,390351,0.019607843,Medium
Western,Rutsiro,Sector-5,GS Agataramo,2012,20.75,2.1,11.43,77.26,17.81,64.23,486435,0.019607843,Medium
Western,Rutsiro,Sector-7,GS Mubuga,2013,16.95,12.99,14.97,69.67,10.21,88.11,228544,0.019607843,Medium
Western,Rutsiro,Sector-4,GS Kinteko,2014,13.58,18.2,15.89,79.37,8.99,83.55,251243,0.019607843,Medium
Western,Rutsiro,Sector-5,GS Gitega,2015,24.36,5.69,15.03,74.31,15.25,72.62,191104,0.019607843,Medium
Western,Rutsiro,Sector-1,GS Rwamagana,2016,2.98,1.37,2.17,86.99,12.34,74.07,317715,0.019607843,Low
Western,Rutsiro,Sector-1,GS Rwamagana,2017,15.76,29.76,22.76,90.46,11,77.71,323793,0.019607843,Medium
Western,Rutsiro,Sector-8,GS Rwamagana,2018,10.6,5.9,8.25,64.18,9.33,73.44,364208,0.019607843,Low
Western,Rutsiro,Sector-6,GS Rwanyanza,2019,8.45,25.66,17.05,64.63,1.35,67.03,394772,0.019607843,Medium
Western,Rutsiro,Sector-7,ES Kigoma,2020,1.95,18.55,10.25,78.72,1.06,90.49,478147,0.019607843,Medium
Western,Rutsiro,Sector-7,GS Mweya,2021,25.81,27.89,26.85,55.1,4.19,61.33,166046,0.019607843,High
Western,Rutsiro,Sector-1,GS Mweya,2022,29.13,20.37,24.75,88.87,11.92,81.4,115583,0.019607843,Medium
Western,Rutsiro,Sector-3,GS Ruramira,2023,10.12,17.27,13.7,83.92,2,99.27,236692,0.019607843,Medium
Western,Rutsiro,Sector-6,GS Gitega,2024,23.53,11.77,17.65,60.07,18.48,84.43,570471,0.019607843,Medium
Western,Rutsiro,Sector-7,GS Mweya,2010,2.19,3.26,2.72,92.51,12.93,84.72,181271,0.020408163,Low
Western,Rutsiro,Sector-6,GS Gahanga I,2011,7.26,22.13,14.7,90.79,5.85,68.56,557919,0.020408163,Medium
Western,Rutsiro,Sector-3,GS Agataramo,2012,3.36,1.33,2.35,70.94,19.64,99.54,424329,0.020408163,Low
Western,Rutsiro,Sector-6,GS Akumunigo,2013,21.36,15.39,18.37,84.63,18.21,68.23,262138,0.020408163,Medium
Western,Rutsiro,Sector-6,GS Buye,2014,8.95,15.65,12.3,78.28,13.59,88.79,534311,0.020408163,Medium
Western,Rutsiro,Sector-5,GS Ruheru,2015,11.19,10.1,10.64,72.49,18.14,76.79,376156,0.020408163,Medium
Western,Rutsiro,Sector-4,GS Gitega,2016,26.93,29.02,27.97,72.33,5.45,85.66,101607,0.020408163,High
Western,Rutsiro,Sector-2,GS Gahanga I,2017,17.77,21.32,19.54,67.59,1.83,64.14,300878,0.020408163,Medium
Western,Rutsiro,Sector-9,Marie Merci,2018,6.17,20.97,13.57,80.99,7,87.71,379570,0.020408163,Medium
Western,Rutsiro,Sector-5,GS Ruramira,2019,25.53,28.42,26.97,73.29,1.28,86.01,510554,0.020408163,High
Western,Rutsiro,Sector-4,GS Gitega,2020,6.63,20.03,13.33,77.69,7.87,73.09,148838,0.020408163,Medium
Western,Rutsiro,Sector-4,GS Kinteko,2021,15.01,23.92,19.47,81.51,1,77.27,325683,0.020408163,Medium
Western,Rutsiro,Sector-5,GS Agataramo,2022,18.65,5.43,12.04,79.65,16.99,71.26,394887,0.020408163,Medium
Western,Rutsiro,Sector-3,GS Gahanga I,2023,28.59,17.47,23.03,77.52,13.87,94.74,242195,0.020408163,Medium
Western,Rutsiro,Sector-8,GS Rukomo,2024,19.12,1.43,10.27,70.99,9.03,70.39,523873,0.020408163,Medium
Western,Rutsiro,Sector-9,GS Gahanga I,2010,28.8,8.56,18.68,90.59,16.55,86.54,345195,0.03030303,Medium
Western,Rutsiro,Sector-1,New Vision,2011,11.44,18.4,14.92,67.29,10.56,69.22,462812,0.03030303,Medium
Western,Rutsiro,Sector-3,GS Ruramira,2012,12.93,8.8,10.86,76.76,19.42,61.74,505060,0.03030303,Medium
Western,Rutsiro,Sector-1,GS Ruheru,2013,29.4,19.99,24.7,77.35,2.02,98.88,463601,0.03030303,Medium
Western,Rutsiro,Sector-5,GS Cyahafi,2014,4.25,17.62,10.94,78.69,3.01,99.12,503564,0.03030303,Medium
Western,Rutsiro,Sector-8,GS Migongo,2015,14.51,20.69,17.6,82.27,19.72,83.74,146073,0.03030303,Medium
Western,Rutsiro,Sector-8,Marie Merci,2016,2.42,26.71,14.57,70.36,19.59,98.2,434734,0.03030303,Medium
Western,Rutsiro,Sector-9,ES Kigoma,2017,9.81,8.69,9.25,66.01,0.12,66.15,459838,0.03030303,Low
Western,Rutsiro,Sector-6,GS Ruramira,2018,15.73,29.95,22.84,75.08,0.31,95.07,555502,0.03030303,Medium
Western,Rutsiro,Sector-3,GS Ruheru,2019,24.69,9.72,17.2,59.4,19.4,78.74,371601,0.03030303,Medium
Western,Rutsiro,Sector-6,GS Matara,2020,27.87,24.13,26,85.62,6.97,77.28,313273,0.03030303,High
Western,Rutsiro,Sector-2,GS Rwamagana,2021,10.47,22.94,16.71,66.65,13.56,68.08,278270,0.03030303,Medium
Western,Rutsiro,Sector-2,GS Mubuga,2022,16.84,12.63,14.73,62.21,7.76,78.2,292206,0.03030303,Medium
Western,Rutsiro,Sector-3,GS Rwamagana,2023,12.12,1.46,6.79,62.08,16.8,82.81,398561,0.03030303,Low
Western,Rutsiro,Sector-7,GS Rutongo,2024,17.87,10.38,14.13,80.4,18.33,63.76,539863,0.03030303,Medium
Western,Nyabihu,Sector-6,GS Kimironko II,2010,23.2,25.36,24.28,70.58,18.74,67.47,471969,0.023255814,Medium
Western,Nyabihu,Sector-5,New Vision,2011,7.52,14.58,11.05,58.27,3.15,76.13,346130,0.023255814,Medium
Western,Nyabihu,Sector-7,GS Rukomo,2012,15.97,23.99,19.98,72.52,12.08,99.45,165206,0.023255814,Medium
Western,Nyabihu,Sector-7,GS Nyacyina,2013,2.58,25.42,14,76.3,0.02,60.65,598577,0.023255814,Medium
Western,Nyabihu,Sector-4,GS Agataramo,2014,18.87,6.48,12.67,71.13,11.6,62.15,319343,0.023255814,Medium
Western,Nyabihu,Sector-6,GS Cyahafi,2015,20.19,21.91,21.05,58.61,18.92,63.15,117540,0.023255814,Medium
Western,Nyabihu,Sector-4,GS Rwanyanza,2016,7.31,8.45,7.88,67.66,14.67,87.19,567927,0.023255814,Low
Western,Nyabihu,Sector-5,GS Akumunigo,2017,13.11,16.24,14.67,77.66,12.75,72.1,537929,0.023255814,Medium
Western,Nyabihu,Sector-3,GS Gahanga I,2018,26.56,17.99,22.28,75.68,7.71,87.13,505890,0.023255814,Medium
Western,Nyabihu,Sector-1,GS Camp Kigali,2019,23.59,22.02,22.81,66.03,9.89,65.21,246104,0.023255814,Medium
Western,Nyabihu,Sector-3,GS Rwanyanza,2020,10.02,15.61,12.81,63.28,1.92,63.95,397463,0.023255814,Medium
Western,Nyabihu,Sector-5,GS Mweya,2021,5.65,3.48,4.56,80.58,4.17,96.28,581522,0.023255814,Low
Western,Nyabihu,Sector-2,New Vision,2022,23.19,28.49,25.84,89.96,1.51,85.55,472220,0.023255814,High
Western,Nyabihu,Sector-3,GS Matara,2023,1.91,21.17,11.54,74.77,9.52,82.31,237719,0.023255814,Medium
Western,Nyabihu,Sector-4,New Vision,2024,14.65,12.26,13.46,81.8,17.32,84.15,152832,0.023255814,Medium
Western,Nyabihu,Sector-5,GS Nyacyina,2010,3.91,22.41,13.16,92.31,3.11,80.88,111251,0.018867925,Medium
Western,Nyabihu,Sector-4,GS Rwamagana,2011,19.28,22.33,20.8,95.01,4.81,68.07,444041,0.018867925,Medium
Western,Nyabihu,Sector-4,GS Agataramo,2012,11.4,27.53,19.46,82.83,10.76,79.6,311818,0.018867925,Medium
Western,Nyabihu,Sector-9,Mater Dei,2013,21.84,7.24,14.54,88.31,8.08,76.48,449352,0.018867925,Medium
Western,Nyabihu,Sector-2,GS Agataramo,2014,20.67,23.16,21.91,83.43,4.08,76.44,498231,0.018867925,Medium
Western,Nyabihu,Sector-4,GS Rukomo,2015,21.11,27.59,24.35,64.36,5.81,71.4,510784,0.018867925,Medium
Western,Nyabihu,Sector-3,GS Rukomo,2016,7.77,22.34,15.06,63.68,12.07,91.75,593938,0.018867925,Medium
Western,Nyabihu,Sector-8,GS Ruheru,2017,20.4,20,20.2,69.81,2.06,93.44,199248,0.018867925,Medium
Western,Nyabihu,Sector-3,GS Mubuga,2018,3.08,3.73,3.41,65.86,5.89,73.48,211115,0.018867925,Low
Western,Nyabihu,Sector-6,GS Kimironko II,2019,23.14,22.62,22.88,74.37,10.43,89.91,594150,0.018867925,Medium
Western,Nyabihu,Sector-6,New Vision,2020,27.72,19.55,23.63,71.39,14.68,77.09,521490,0.018867925,Medium
Western,Nyabihu,Sector-8,GS Cyahafi,2021,15.93,24.61,20.27,83.43,18.72,66.03,149875,0.018867925,Medium
Western,Nyabihu,Sector-3,GS Matara,2022,4.97,15.16,10.07,75.34,17.54,88.87,168625,0.018867925,Medium
Western,Nyabihu,Sector-7,GS Cyahafi,2023,6.25,24.12,15.18,69.63,13.24,66.33,150317,0.018867925,Medium
Western,Nyabihu,Sector-9,GS Matara,2024,16.96,4.54,10.75,54.63,12.26,89.75,486958,0.018867925,Medium
Western,Nyabihu,Sector-8,GS Agataramo,2010,21.25,27.86,24.55,91,4.36,82.79,224225,0.026315789,Medium
Western,Nyabihu,Sector-8,King David,2011,10.49,19.23,14.86,60.78,19.02,78.72,176737,0.026315789,Medium
Western,Nyabihu,Sector-1,GS Gitega,2012,3.42,1.16,2.29,64.83,10.9,90.51,140880,0.026315789,Low
Western,Nyabihu,Sector-1,GS Nyacyina,2013,15.97,3.75,9.86,58.53,3.46,64.43,489336,0.026315789,Low
Western,Nyabihu,Sector-2,GS Mweya,2014,2.58,20.04,11.31,80.26,6.51,94.98,485415,0.026315789,Medium
Western,Nyabihu,Sector-3,GS Cyahafi,2015,5.37,19,12.18,75.83,12.55,90.47,309239,0.026315789,Medium
Western,Nyabihu,Sector-6,GS Camp Kigali,2016,28.12,9.67,18.9,76.92,7.52,84.45,383932,0.026315789,Medium
Western,Nyabihu,Sector-8,GS Ruheru,2017,14.57,13.16,13.86,77.57,13.6,90.49,239988,0.026315789,Medium
Western,Nyabihu,Sector-3,GS Migongo,2018,27.02,4.95,15.99,69.83,13.82,91.96,100050,0.026315789,Medium
Western,Nyabihu,Sector-3,GS Rwamagana,2019,16.11,29.33,22.72,69.08,15,79.65,135788,0.026315789,Medium
Western,Nyabihu,Sector-5,GS Rwamagana,2020,8.99,12.07,10.53,65.48,15.3,77.23,440496,0.026315789,Medium
Western,Nyabihu,Sector-8,GS Mubuga,2021,5.6,18.19,11.89,75.12,12.23,78.92,568084,0.026315789,Medium
Western,Nyabihu,Sector-4,GS Mweya,2022,3.92,12.5,8.21,87.58,8.54,67.14,108109,0.026315789,Low
Western,Nyabihu,Sector-6,Marie Merci,2023,15.87,5.26,10.56,67.39,0.47,84.45,233672,0.026315789,Medium
Western,Nyabihu,Sector-4,ES Kigoma,2024,11.89,4.21,8.05,63.15,13.13,74.93,281854,0.026315789,Low
Western,Nyabihu,Sector-8,GS Ruramira,2010,14.29,16.17,15.23,78.29,5.57,98.85,280402,0.020833333,Medium
Western,Nyabihu,Sector-7,GS Mweya,2011,28.35,26.64,27.49,65.01,17.54,69,145038,0.020833333,High
Western,Nyabihu,Sector-1,GS Nyacyina,2012,16.3,10.69,13.5,75.21,4.35,84.98,305658,0.020833333,Medium
Western,Nyabihu,Sector-8,GS Ruramira,2013,10.69,28.84,19.76,73.02,6.8,80.86,348435,0.020833333,Medium
Western,Nyabihu,Sector-1,GS Cyahafi,2014,6.18,17.96,12.07,84.45,1.51,95.28,445184,0.020833333,Medium
Western,Nyabihu,Sector-4,New Vision,2015,28.79,13.62,21.2,82.24,10.03,81.86,346257,0.020833333,Medium
Western,Nyabihu,Sector-2,GS Rwamagana,2016,26.13,24.05,25.09,75.87,19.07,70.73,132264,0.020833333,High
Western,Nyabihu,Sector-2,GS Ruramira,2017,23.73,20.14,21.93,67.13,8.51,99.14,274811,0.020833333,Medium
Western,Nyabihu,Sector-8,Mater Dei,2018,26.28,12.46,19.37,66.8,18.17,67.86,500077,0.020833333,Medium
Western,Nyabihu,Sector-9,GS Rwanyanza,2019,9.22,27.08,18.15,84.32,11.48,86.78,265043,0.020833333,Medium
Western,Nyabihu,Sector-3,GS Mubuga,2020,9.48,12.67,11.07,75.21,10.64,93.55,221822,0.020833333,Medium
Western,Nyabihu,Sector-7,GS Rukomo,2021,28.32,20.76,24.54,83.93,12.26,96.72,532189,0.020833333,Medium
Western,Nyabihu,Sector-7,King David,2022,12.61,1.34,6.98,61.26,10.67,82.6,121677,0.020833333,Low
Western,Nyabihu,Sector-8,GS Gitega,2023,10.82,20.08,15.45,81.89,5.71,62.26,456777,0.020833333,Medium
Western,Nyabihu,Sector-3,GS Ruheru,2024,9.2,20.53,14.86,69.35,10.56,70.61,466440,0.020833333,Medium
Western,Nyabihu,Sector-8,GS Ruheru,2010,18.5,1.91,10.2,60.77,14.52,77.75,448294,0.017857143,Medium
Western,Nyabihu,Sector-2,GS Rwamagana,2011,17.52,16.48,17,85.72,12.95,61.99,465860,0.017857143,Medium
Western,Nyabihu,Sector-9,GS Mubuga,2012,4.95,18.09,11.52,88.47,18.52,95.34,514976,0.017857143,Medium
Western,Nyabihu,Sector-4,Marie Merci,2013,24.64,10.37,17.5,92.27,3.37,62.5,119192,0.017857143,Medium
Western,Nyabihu,Sector-6,Mater Dei,2014,22.11,6.33,14.22,65.12,7.11,96.84,480312,0.017857143,Medium
Western,Nyabihu,Sector-3,GS Buye,2015,27.09,4.43,15.76,77.23,18.41,81.73,348053,0.017857143,Medium
Western,Nyabihu,Sector-7,GS Matara,2016,28.11,5.5,16.81,75.59,12.32,79.29,331560,0.017857143,Medium
Western,Nyabihu,Sector-9,GS Camp Kigali,2017,23.9,24.55,24.22,60.76,3.22,95.07,355938,0.017857143,Medium
Western,Nyabihu,Sector-9,New Vision,2018,6.26,17.4,11.83,84.42,12.77,67.24,197556,0.017857143,Medium
Western,Nyabihu,Sector-2,Mater Dei,2019,25.56,16.66,21.11,84.79,19.07,83.28,324585,0.017857143,Medium
Western,Nyabihu,Sector-7,New Vision,2020,20.59,16.92,18.75,51.09,5.1,68.03,509505,0.017857143,Medium
Western,Nyabihu,Sector-3,GS Nyacyina,2021,9.84,11.44,10.64,62.99,10.75,61.69,599600,0.017857143,Medium
Western,Nyabihu,Sector-8,GS Rukomo,2022,13.88,19.4,16.64,81.38,4.15,85.64,447967,0.017857143,Medium
